Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8015        -328.3258    -330.3780       2.0521   299.5
0.8020        -328.2941    -330.4249       2.1308   311.0
0.8025        -328.2841    -330.4931       2.2090   322.5
0.8030        -328.2899    -330.5519       2.2620   330.2
0.8035        -328.2005    -330.5837       2.3832   347.9
0.8040        -328.1770    -330.5780       2.4010   350.5
0.8045        -328.1124    -330.5389       2.4265   354.2
0.8050        -328.1033    -330.4786       2.3753   346.7
0.8055        -328.1138    -330.4221       2.3083   336.9
0.8060        -328.0705    -330.3930       2.3225   339.0
0.8065        -328.0793    -330.4071       2.3278   339.8
0.8070        -328.0571    -330.4741       2.4171   352.8
0.8075        -328.0343    -330.5748       2.5405   370.8
0.8080        -328.0595    -330.6856       2.6262   383.3
0.8085        -328.0625    -330.7747       2.7122   395.9
0.8090        -328.0988    -330.8210       2.7222   397.4
0.8095        -328.1299    -330.8054       2.6755   390.5
0.8100        -328.1115    -330.7349       2.6234   382.9
0.8105        -328.1884    -330.6461       2.4577   358.7
0.8110        -328.1540    -330.5550       2.4010   350.5
0.8115        -328.2062    -330.4870       2.2808   332.9
0.8120        -328.2392    -330.4553       2.2161   323.5
0.8125        -328.2263    -330.4716       2.2453   327.7
0.8130        -328.2724    -330.5290       2.2566   329.4
0.8135        -328.2265    -330.6033       2.3768   346.9
0.8140        -328.2031    -330.6565       2.4533   358.1
0.8145        -328.2364    -330.6517       2.4153   352.6
0.8150        -328.2238    -330.5801       2.3563   343.9
0.8155        -328.2345    -330.4579       2.2234   324.5
0.8160        -328.2383    -330.3191       2.0807   303.7
0.8165        -328.1764    -330.2062       2.0298   296.3
0.8170        -328.1876    -330.1487       1.9611   286.3
0.8175        -328.1927    -330.1585       1.9658   286.9
0.8180        -328.1984    -330.2059       2.0075   293.0
0.8185        -328.1466    -330.2709       2.1243   310.1
0.8190        -328.1797    -330.3500       2.1703   316.8
0.8195        -328.2234    -330.4230       2.1996   321.1
0.8200        -328.1999    -330.4882       2.2882   334.0
0.8205        -328.1930    -330.5372       2.3442   342.2
0.8210        -328.1865    -330.5566       2.3701   346.0
0.8215        -328.1851    -330.5602       2.3752   346.7
0.8220        -328.1741    -330.5520       2.3779   347.1
0.8225        -328.1703    -330.5472       2.3769   346.9
0.8230        -328.1524    -330.5568       2.4044   351.0
0.8235        -328.2008    -330.5819       2.3811   347.6
0.8240        -328.1494    -330.6208       2.4714   360.7
0.8245        -328.1416    -330.6795       2.5379   370.5
0.8250        -328.0463    -330.7491       2.7027   394.5
0.8255        -328.0814    -330.7923       2.7108   395.7
0.8260        -328.0922    -330.7823       2.6901   392.7
0.8265        -328.1007    -330.7173       2.6166   381.9
0.8270        -328.0605    -330.6199       2.5594   373.6
0.8275        -328.0735    -330.5242       2.4507   357.7
0.8280        -328.0035    -330.4423       2.4388   356.0
0.8285        -328.0494    -330.3842       2.3348   340.8
0.8290        -327.9780    -330.3406       2.3626   344.9
0.8295        -327.9746    -330.3112       2.3365   341.1
0.8300        -327.9792    -330.2977       2.3185   338.4
0.8305        -327.9796    -330.2877       2.3080   336.9
0.8310        -328.0391    -330.2738       2.2347   326.2
0.8315        -328.0811    -330.2481       2.1671   316.3
0.8320        -328.2021    -330.2109       2.0088   293.2
0.8325        -328.1779    -330.1735       1.9956   291.3
0.8330        -328.2396    -330.1495       1.9099   278.8
0.8335        -328.2538    -330.1458       1.8920   276.2
0.8340        -328.2198    -330.1583       1.9384   283.0
0.8345        -328.1515    -330.1990       2.0475   298.9
0.8350        -328.1594    -330.2621       2.1027   306.9
0.8355        -328.1732    -330.3539       2.1807   318.3
0.8360        -328.2022    -330.4728       2.2706   331.4
0.8365        -328.1796    -330.5939       2.4143   352.4
0.8370        -328.1954    -330.6815       2.4861   362.9
0.8375        -328.1657    -330.7124       2.5467   371.7
0.8380        -328.0820    -330.6977       2.6157   381.8
0.8385        -328.1316    -330.6698       2.5382   370.5
0.8390        -328.0847    -330.6466       2.5619   374.0
0.8395        -328.0768    -330.6320       2.5552   373.0
0.8400        -328.1172    -330.6254       2.5081   366.1
0.8405        -328.0273    -330.6151       2.5878   377.7
0.8410        -328.0664    -330.5892       2.5229   368.3
0.8415        -328.0406    -330.5517       2.5111   366.5
0.8420        -328.0476    -330.5027       2.4551   358.4
0.8425        -328.0892    -330.4346       2.3453   342.3
0.8430        -328.0565    -330.3554       2.2989   335.6
0.8435        -328.0732    -330.2696       2.1964   320.6
0.8440        -328.0743    -330.1793       2.1051   307.3
0.8445        -328.1064    -330.0821       1.9757   288.4
0.8450        -328.0885    -329.9872       1.8987   277.1
0.8455        -328.0742    -329.9066       1.8324   267.5
0.8460        -328.0734    -329.8588       1.7854   260.6
0.8465        -328.0811    -329.8391       1.7580   256.6
0.8470        -328.0305    -329.8485       1.8180   265.4
0.8475        -328.0218    -329.8820       1.8602   271.5
0.8480        -328.0130    -329.9218       1.9087   278.6
0.8485        -327.9639    -329.9594       1.9955   291.3
0.8490        -327.9891    -329.9859       1.9968   291.5
0.8495        -328.0105    -330.0105       2.0000   291.9
0.8500        -327.9839    -330.0343       2.0504   299.3
0.8505        -328.0104    -330.0561       2.0457   298.6
0.8510        -328.0059    -330.0907       2.0848   304.3
0.8515        -328.0330    -330.1347       2.1017   306.8
0.8520        -328.0266    -330.1993       2.1726   317.1
0.8525        -327.9670    -330.2807       2.3137   337.7
0.8530        -328.0024    -330.3631       2.3607   344.6
0.8535        -327.9829    -330.4341       2.4512   357.8
0.8540        -327.9946    -330.4724       2.4778   361.7
0.8545        -328.0815    -330.4731       2.3915   349.1
0.8550        -328.0959    -330.4399       2.3440   342.2
0.8555        -328.0617    -330.3931       2.3315   340.3
0.8560        -328.0719    -330.3444       2.2725   331.7
0.8565        -328.0023    -330.3020       2.2997   335.7
0.8570        -328.0388    -330.2814       2.2426   327.4
0.8575        -327.9419    -330.2879       2.3460   342.4
0.8580        -327.9545    -330.3093       2.3548   343.7
0.8585        -327.9903    -330.3402       2.3499   343.0
0.8590        -327.9971    -330.3640       2.3669   345.5
0.8595        -327.9787    -330.3674       2.3887   348.7
0.8600        -327.9649    -330.3512       2.3863   348.3
0.8605        -327.9318    -330.3082       2.3764   346.9
0.8610        -327.9322    -330.2349       2.3027   336.1
0.8615        -327.9598    -330.1643       2.2046   321.8
0.8620        -327.9838    -330.1095       2.1257   310.3
0.8625        -327.9560    -330.0925       2.1365   311.9
0.8630        -327.8976    -330.1085       2.2109   322.7
0.8635        -327.9137    -330.1494       2.2357   326.3
0.8640        -327.8745    -330.2113       2.3368   341.1
0.8645        -327.8045    -330.2774       2.4729   361.0
0.8650        -327.7953    -330.3110       2.5157   367.2
0.8655        -327.7920    -330.3030       2.5110   366.5
0.8660        -327.8244    -330.2582       2.4338   355.3
0.8665        -327.7989    -330.1955       2.3966   349.8
0.8670        -327.8225    -330.1372       2.3147   337.9
0.8675        -327.8256    -330.0976       2.2720   331.6
0.8680        -327.7741    -330.0880       2.3139   337.8
0.8685        -327.7599    -330.1091       2.3492   342.9
0.8690        -327.7799    -330.1460       2.3661   345.4
0.8695        -327.7865    -330.1975       2.4110   351.9
0.8700        -327.7898    -330.2427       2.4529   358.0
0.8705        -327.8622    -330.2586       2.3964   349.8
0.8710        -327.8118    -330.2419       2.4301   354.7
0.8715        -327.8759    -330.2003       2.3245   339.3
0.8720        -327.9149    -330.1550       2.2401   327.0
0.8725        -327.9508    -330.1210       2.1703   316.8
0.8730        -327.8745    -330.1012       2.2267   325.0
0.8735        -327.8955    -330.0940       2.1985   320.9
0.8740        -327.8935    -330.0983       2.2048   321.8
0.8745        -327.9494    -330.1141       2.1647   316.0
0.8750        -327.9086    -330.1402       2.2316   325.7
0.8755        -327.8601    -330.1693       2.3093   337.1
0.8760        -327.8981    -330.1857       2.2876   333.9
0.8765        -327.8977    -330.1896       2.2919   334.5
0.8770        -327.8856    -330.1785       2.2929   334.7
0.8775        -327.9081    -330.1539       2.2458   327.8
0.8780        -327.8993    -330.1175       2.2183   323.8
0.8785        -327.9216    -330.0692       2.1476   313.5
0.8790        -327.8759    -330.0301       2.1542   314.4
0.8795        -327.9235    -330.0073       2.0838   304.2
0.8800        -327.9090    -330.0131       2.1041   307.1
0.8805        -327.8976    -330.0478       2.1502   313.9
0.8810        -327.9924    -330.1007       2.1083   307.7
0.8815        -328.0227    -330.1708       2.1481   313.6
0.8820        -327.9886    -330.2486       2.2600   329.9
0.8825        -327.9501    -330.3135       2.3634   345.0
0.8830        -327.9567    -330.3499       2.3932   349.3
0.8835        -327.9471    -330.3504       2.4033   350.8
0.8840        -327.9277    -330.3292       2.4015   350.5
0.8845        -327.9310    -330.2961       2.3650   345.2
0.8850        -327.9456    -330.2755       2.3300   340.1
0.8855        -327.8842    -330.2690       2.3849   348.1
0.8860        -327.9072    -330.2768       2.3696   345.9
0.8865        -327.9447    -330.3030       2.3582   344.2
0.8870        -327.9395    -330.3489       2.4094   351.7
0.8875        -327.9227    -330.4011       2.4784   361.8
0.8880        -327.9216    -330.4404       2.5188   367.7
0.8885        -327.9550    -330.4557       2.5007   365.0
0.8890        -327.8857    -330.4417       2.5560   373.1
0.8895        -327.9716    -330.3957       2.4240   353.8
0.8900        -327.9427    -330.3277       2.3850   348.1
0.8905        -327.9960    -330.2543       2.2583   329.6
0.8910        -327.9552    -330.1911       2.2358   326.4
0.8915        -327.9309    -330.1618       2.2309   325.6
0.8920        -327.9162    -330.1768       2.2606   330.0
0.8925        -327.9279    -330.2216       2.2937   334.8
0.8930        -327.9794    -330.2745       2.2952   335.0
0.8935        -328.0160    -330.3174       2.3014   335.9
0.8940        -328.0920    -330.3374       2.2455   327.8
0.8945        -328.0182    -330.3336       2.3154   338.0
0.8950        -327.9403    -330.2974       2.3571   344.1
0.8955        -327.9318    -330.2365       2.3047   336.4
0.8960        -327.9772    -330.1736       2.1964   320.6
0.8965        -327.9732    -330.1275       2.1543   314.5
0.8970        -327.9490    -330.1062       2.1572   314.9
0.8975        -327.9419    -330.1136       2.1717   317.0
0.8980        -327.9487    -330.1510       2.2023   321.5
0.8985        -327.9601    -330.2066       2.2466   327.9
0.8990        -327.9637    -330.2651       2.3014   335.9
0.8995        -328.0037    -330.3072       2.3035   336.2
0.9000        -328.0278    -330.3275       2.2997   335.7
0.9005        -328.0469    -330.3190       2.2720   331.6
0.9010        -328.1197    -330.2987       2.1790   318.1
0.9015        -328.1564    -330.2764       2.1200   309.5
0.9020        -328.1063    -330.2602       2.1539   314.4
0.9025        -328.0780    -330.2569       2.1789   318.1
0.9030        -328.0715    -330.2650       2.1934   320.2
0.9035        -328.0900    -330.2783       2.1883   319.4
0.9040        -328.0390    -330.2971       2.2581   329.6
0.9045        -328.0314    -330.3020       2.2706   331.4
0.9050        -327.9921    -330.2965       2.3044   336.4
0.9055        -328.0079    -330.2753       2.2674   331.0
0.9060        -328.0287    -330.2424       2.2137   323.1
0.9065        -328.0503    -330.2157       2.1654   316.1
0.9070        -328.0729    -330.2081       2.1352   311.7
0.9075        -328.1182    -330.2181       2.0999   306.5
0.9080        -328.1571    -330.2385       2.0815   303.8
0.9085        -328.1158    -330.2708       2.1550   314.6
0.9090        -328.0843    -330.3187       2.2344   326.2
0.9095        -328.1137    -330.3664       2.2527   328.8
0.9100        -328.1223    -330.4019       2.2796   332.8
0.9105        -328.1339    -330.4207       2.2869   333.8
0.9110        -328.1163    -330.4174       2.3012   335.9
0.9115        -328.1774    -330.3949       2.2175   323.7
0.9120        -328.1372    -330.3595       2.2223   324.4
0.9125        -328.1106    -330.3284       2.2178   323.7
0.9130        -328.1859    -330.3147       2.1288   310.7
0.9135        -328.1312    -330.3280       2.1968   320.7
0.9140        -328.0811    -330.3627       2.2816   333.0
0.9145        -328.1124    -330.4071       2.2947   335.0
0.9150        -328.1169    -330.4517       2.3348   340.8
0.9155        -328.0254    -330.4898       2.4644   359.7
0.9160        -328.0312    -330.5014       2.4701   360.6
0.9165        -328.0604    -330.4816       2.4212   353.4
0.9170        -328.1045    -330.4320       2.3275   339.7
0.9175        -328.0631    -330.3659       2.3028   336.1
0.9180        -328.0442    -330.2972       2.2531   328.9
0.9185        -328.0438    -330.2398       2.1960   320.5
0.9190        -328.0624    -330.1951       2.1328   311.3
0.9195        -328.0647    -330.1783       2.1135   308.5
0.9200        -328.0846    -330.1948       2.1102   308.0
0.9205        -328.0731    -330.2388       2.1656   316.1
0.9210        -328.0927    -330.2990       2.2063   322.1
0.9215        -328.1291    -330.3458       2.2167   323.6
0.9220        -328.1254    -330.3746       2.2492   328.3
0.9225        -328.1278    -330.3760       2.2482   328.2
0.9230        -328.1011    -330.3561       2.2550   329.2
0.9235        -328.0991    -330.3305       2.2315   325.7
0.9240        -328.1576    -330.3192       2.1616   315.5
0.9245        -328.2068    -330.3398       2.1330   311.3
0.9250        -328.1888    -330.3906       2.2018   321.4
0.9255        -328.1624    -330.4701       2.3077   336.9
0.9260        -328.1179    -330.5656       2.4477   357.3
0.9265        -328.1270    -330.6541       2.5271   368.9
0.9270        -328.1817    -330.7232       2.5415   371.0
0.9275        -328.1232    -330.7589       2.6357   384.7
0.9280        -328.1091    -330.7491       2.6400   385.4
0.9285        -328.1061    -330.6995       2.5934   378.6
0.9290        -328.1952    -330.6225       2.4273   354.3
0.9295        -328.2009    -330.5501       2.3491   342.9
0.9300        -328.1679    -330.5038       2.3359   341.0
0.9305        -328.2049    -330.4932       2.2883   334.0
0.9310        -328.1547    -330.5058       2.3511   343.2
0.9315        -328.1476    -330.5204       2.3728   346.4
0.9320        -328.2004    -330.5235       2.3231   339.1
0.9325        -328.2197    -330.4972       2.2775   332.4
0.9330        -328.1735    -330.4391       2.2656   330.7
0.9335        -328.1751    -330.3641       2.1890   319.5
0.9340        -328.1839    -330.2933       2.1094   307.9
0.9345        -328.2334    -330.2465       2.0131   293.8
0.9350        -328.2403    -330.2283       1.9880   290.2
0.9355        -328.2057    -330.2370       2.0313   296.5
0.9360        -328.2354    -330.2640       2.0285   296.1
0.9365        -328.2571    -330.2918       2.0347   297.0
0.9370        -328.2973    -330.3101       2.0128   293.8
0.9375        -328.2819    -330.3063       2.0244   295.5
0.9380        -328.2559    -330.2830       2.0271   295.9
0.9385        -328.3323    -330.2434       1.9112   279.0
0.9390        -328.3430    -330.1956       1.8527   270.4
0.9395        -328.3199    -330.1563       1.8364   268.1
0.9400        -328.3163    -330.1262       1.8100   264.2
0.9405        -328.3169    -330.1012       1.7843   260.5
0.9410        -328.3334    -330.0931       1.7596   256.8
0.9415        -328.3210    -330.1133       1.7923   261.6
0.9420        -328.3222    -330.1560       1.8338   267.7
0.9425        -328.2962    -330.2135       1.9172   279.9
0.9430        -328.3595    -330.2645       1.9051   278.1
0.9435        -328.3348    -330.2947       1.9599   286.1
0.9440        -328.3355    -330.3080       1.9724   287.9
0.9445        -328.3683    -330.3175       1.9492   284.5
0.9450        -328.3448    -330.3297       1.9849   289.7
0.9455        -328.3188    -330.3510       2.0322   296.6
0.9460        -328.3839    -330.3914       2.0075   293.0
0.9465        -328.4050    -330.4475       2.0425   298.1
0.9470        -328.3705    -330.5048       2.1343   311.5
0.9475        -328.3450    -330.5556       2.2106   322.7
0.9480        -328.3327    -330.5834       2.2507   328.5
0.9485        -328.3403    -330.5773       2.2369   326.5
0.9490        -328.3008    -330.5463       2.2455   327.8
0.9495        -328.3438    -330.4975       2.1537   314.4
0.9500        -328.3110    -330.4335       2.1224   309.8
0.9505        -328.2808    -330.3564       2.0756   303.0
0.9510        -328.3026    -330.2699       1.9672   287.2
0.9515        -328.2943    -330.1866       1.8923   276.2
0.9520        -328.3480    -330.1073       1.7593   256.8
0.9525        -328.3598    -330.0394       1.6796   245.2
0.9530        -328.3407    -329.9939       1.6532   241.3
0.9535        -328.3281    -329.9644       1.6362   238.8
0.9540        -328.3293    -329.9572       1.6279   237.6
0.9545        -328.3062    -329.9688       1.6626   242.7
0.9550        -328.3183    -329.9970       1.6788   245.0
0.9555        -328.3393    -330.0384       1.6992   248.0
0.9560        -328.3125    -330.0964       1.7838   260.4
0.9565        -328.2930    -330.1597       1.8667   272.5
0.9570        -328.3176    -330.2185       1.9009   277.5
0.9575        -328.2747    -330.2751       2.0004   292.0
0.9580        -328.2820    -330.3263       2.0442   298.4
0.9585        -328.3684    -330.3784       2.0099   293.4
0.9590        -328.3821    -330.4359       2.0539   299.8
0.9595        -328.3548    -330.4982       2.1433   312.9
0.9600        -328.2832    -330.5659       2.2827   333.2
0.9605        -328.2234    -330.6381       2.4147   352.5
0.9610        -328.2208    -330.7007       2.4799   362.0
0.9615        -328.2527    -330.7310       2.4783   361.8
0.9620        -328.2857    -330.7242       2.4385   355.9
0.9625        -328.2129    -330.6809       2.4680   360.3
0.9630        -328.2642    -330.6116       2.3474   342.6
0.9635        -328.2238    -330.5280       2.3042   336.3
0.9640        -328.2557    -330.4522       2.1965   320.6
0.9645        -328.2766    -330.4009       2.1243   310.1
0.9650        -328.2485    -330.3733       2.1248   310.1
0.9655        -328.2824    -330.3685       2.0861   304.5
0.9660        -328.2920    -330.3843       2.0923   305.4
0.9665        -328.2434    -330.3983       2.1549   314.6
0.9670        -328.1954    -330.3981       2.2027   321.5
0.9675        -328.2251    -330.3812       2.1561   314.7
0.9680        -328.2068    -330.3497       2.1430   312.8
0.9685        -328.1848    -330.3156       2.1308   311.0
0.9690        -328.1759    -330.2947       2.1188   309.3
0.9695        -328.1473    -330.3059       2.1585   315.1
0.9700        -328.1869    -330.3454       2.1585   315.1
0.9705        -328.2504    -330.4083       2.1579   315.0
0.9710        -328.2199    -330.4723       2.2523   328.8
0.9715        -328.2128    -330.5200       2.3072   336.8
0.9720        -328.1726    -330.5455       2.3729   346.4
0.9725        -328.1332    -330.5468       2.4136   352.3
0.9730        -328.1157    -330.5388       2.4231   353.7
0.9735        -328.1036    -330.5262       2.4226   353.6
0.9740        -328.1149    -330.5094       2.3945   349.5
0.9745        -328.1137    -330.4959       2.3822   347.7
0.9750        -328.1160    -330.4841       2.3681   345.7
0.9755        -328.0818    -330.4668       2.3850   348.1
0.9760        -328.0790    -330.4431       2.3641   345.1
0.9765        -328.0461    -330.4192       2.3731   346.4
0.9770        -327.9789    -330.3903       2.4115   352.0
0.9775        -327.9966    -330.3535       2.3569   344.0
0.9780        -328.0158    -330.3220       2.3062   336.6
0.9785        -327.9966    -330.2968       2.3002   335.8
0.9790        -328.0031    -330.2801       2.2769   332.4
0.9795        -327.9844    -330.2782       2.2938   334.8
0.9800        -327.9964    -330.2941       2.2977   335.4
0.9805        -327.9594    -330.3229       2.3634   345.0
0.9810        -328.0107    -330.3514       2.3408   341.7
0.9815        -327.9877    -330.3682       2.3805   347.5
0.9820        -327.9787    -330.3635       2.3848   348.1
0.9825        -327.9858    -330.3389       2.3532   343.5
0.9830        -327.9349    -330.3139       2.3790   347.3
0.9835        -327.9531    -330.3187       2.3656   345.3
0.9840        -327.9384    -330.3579       2.4195   353.2
0.9845        -327.9529    -330.4208       2.4680   360.2
0.9850        -327.9625    -330.4792       2.5167   367.4
0.9855        -327.9575    -330.5250       2.5674   374.8
0.9860        -327.9529    -330.5495       2.5966   379.0
0.9865        -327.9767    -330.5471       2.5704   375.2
0.9870        -327.9553    -330.5286       2.5733   375.6
0.9875        -327.9837    -330.4898       2.5062   365.8
0.9880        -328.0466    -330.4447       2.3981   350.1
0.9885        -327.9715    -330.4125       2.4411   356.3
0.9890        -328.0168    -330.3892       2.3724   346.3
0.9895        -328.0658    -330.3678       2.3020   336.0
0.9900        -328.0156    -330.3406       2.3250   339.4
0.9905        -327.9852    -330.3078       2.3226   339.0
0.9910        -328.0006    -330.2696       2.2690   331.2
0.9915        -328.0268    -330.2339       2.2071   322.2
0.9920        -328.0186    -330.1970       2.1785   318.0
0.9925        -328.0258    -330.1467       2.1209   309.6
0.9930        -328.0698    -330.0853       2.0155   294.2
0.9935        -328.1038    -330.0221       1.9182   280.0
0.9940        -328.1303    -329.9821       1.8518   270.3
0.9945        -328.1258    -329.9844       1.8586   271.3
0.9950        -328.1343    -330.0287       1.8944   276.5
0.9955        -328.1562    -330.1003       1.9441   283.8
0.9960        -328.1641    -330.1719       2.0078   293.1
0.9965        -328.0902    -330.2305       2.1403   312.4
0.9970        -328.0789    -330.2733       2.1943   320.3
0.9975        -328.0531    -330.3056       2.2525   328.8
0.9980        -328.0935    -330.3442       2.2506   328.5
0.9985        -328.0869    -330.3892       2.3023   336.1
0.9990        -328.0680    -330.4367       2.3687   345.8
0.9995        -328.1728    -330.4676       2.2948   335.0
1.0000        -328.1538    -330.4677       2.3139   337.8
