Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6360        -328.1519    -330.1774       2.0256   295.7
0.6365        -328.1529    -330.2158       2.0629   301.1
0.6370        -328.1536    -330.2478       2.0942   305.7
0.6375        -328.1539    -330.2615       2.1076   307.6
0.6380        -328.1538    -330.2521       2.0983   306.3
0.6385        -328.1534    -330.2212       2.0678   301.8
0.6390        -328.1526    -330.1763       2.0237   295.4
0.6395        -328.1515    -330.1309       1.9794   288.9
0.6400        -328.1504    -330.1034       1.9530   285.1
0.6405        -328.1500    -330.1110       1.9610   286.2
0.6410        -328.1507    -330.1605       2.0097   293.4
0.6415        -328.1526    -330.2402       2.0876   304.7
0.6420        -328.1548    -330.3211       2.1663   316.2
0.6425        -328.1562    -330.3695       2.2132   323.1
0.6430        -328.1560    -330.3637       2.2077   322.3
0.6435        -328.1542    -330.3071       2.1529   314.3
0.6440        -328.1517    -330.2272       2.0754   303.0
0.6445        -328.1500    -330.1614       2.0114   293.6
0.6450        -328.1498    -330.1364       1.9867   290.0
0.6455        -328.1508    -330.1556       2.0048   292.6
0.6460        -328.1523    -330.2027       2.0504   299.3
0.6465        -328.1532    -330.2549       2.1016   306.8
0.6470        -328.1535    -330.2957       2.1422   312.7
0.6475        -328.1532    -330.3195       2.1663   316.2
0.6480        -328.1526    -330.3300       2.1773   317.8
0.6485        -328.1522    -330.3351       2.1829   318.6
0.6490        -328.1521    -330.3417       2.1897   319.6
0.6495        -328.1521    -330.3528       2.2007   321.2
0.6500        -328.1523    -330.3681       2.2158   323.4
0.6505        -328.1523    -330.3866       2.2344   326.1
0.6510        -328.1520    -330.4095       2.2575   329.5
0.6515        -328.1519    -330.4405       2.2887   334.1
0.6520        -328.1522    -330.4818       2.3296   340.1
0.6525        -328.1530    -330.5284       2.3754   346.7
0.6530        -328.1540    -330.5678       2.4138   352.3
0.6535        -328.1545    -330.5858       2.4312   354.9
0.6540        -328.1546    -330.5733       2.4188   353.1
0.6545        -328.1540    -330.5297       2.3757   346.8
0.6550        -328.1531    -330.4622       2.3091   337.1
0.6555        -328.1521    -330.3840       2.2319   325.8
0.6560        -328.1515    -330.3093       2.1579   315.0
0.6565        -328.1513    -330.2478       2.0964   306.0
0.6570        -328.1515    -330.2017       2.0502   299.3
0.6575        -328.1518    -330.1680       2.0162   294.3
0.6580        -328.1520    -330.1421       1.9901   290.5
0.6585        -328.1519    -330.1215       1.9696   287.5
0.6590        -328.1517    -330.1073       1.9556   285.5
0.6595        -328.1517    -330.1019       1.9503   284.7
0.6600        -328.1520    -330.1058       1.9538   285.2
0.6605        -328.1526    -330.1141       1.9615   286.3
0.6610        -328.1532    -330.1182       1.9650   286.8
0.6615        -328.1532    -330.1109       1.9577   285.8
0.6620        -328.1523    -330.0936       1.9413   283.4
0.6625        -328.1511    -330.0802       1.9291   281.6
0.6630        -328.1505    -330.0895       1.9389   283.0
0.6635        -328.1512    -330.1301       1.9789   288.9
0.6640        -328.1527    -330.1924       2.0397   297.7
0.6645        -328.1540    -330.2545       2.1005   306.6
0.6650        -328.1546    -330.2957       2.1411   312.5
0.6655        -328.1544    -330.3062       2.1518   314.1
0.6660        -328.1536    -330.2884       2.1348   311.6
0.6665        -328.1525    -330.2540       2.1015   306.7
0.6670        -328.1516    -330.2191       2.0676   301.8
0.6675        -328.1511    -330.1977       2.0465   298.7
0.6680        -328.1513    -330.1957       2.0444   298.4
0.6685        -328.1518    -330.2106       2.0588   300.5
0.6690        -328.1524    -330.2342       2.0818   303.9
0.6695        -328.1528    -330.2578       2.1050   307.3
0.6700        -328.1530    -330.2747       2.1217   309.7
0.6705        -328.1531    -330.2812       2.1281   310.6
0.6710        -328.1532    -330.2755       2.1224   309.8
0.6715        -328.1531    -330.2575       2.1045   307.2
0.6720        -328.1529    -330.2290       2.0761   303.0
0.6725        -328.1527    -330.1929       2.0402   297.8
0.6730        -328.1522    -330.1539       2.0017   292.2
0.6735        -328.1514    -330.1208       1.9694   287.5
0.6740        -328.1509    -330.1057       1.9549   285.4
0.6745        -328.1511    -330.1171       1.9660   287.0
0.6750        -328.1522    -330.1512       1.9990   291.8
0.6755        -328.1534    -330.1923       2.0389   297.6
0.6760        -328.1541    -330.2220       2.0679   301.9
0.6765        -328.1540    -330.2297       2.0757   303.0
0.6770        -328.1533    -330.2163       2.0630   301.1
0.6775        -328.1525    -330.1915       2.0390   297.6
0.6780        -328.1519    -330.1677       2.0158   294.3
0.6785        -328.1516    -330.1546       2.0030   292.4
0.6790        -328.1518    -330.1560       2.0042   292.5
0.6795        -328.1522    -330.1691       2.0169   294.4
0.6800        -328.1526    -330.1873       2.0347   297.0
0.6805        -328.1526    -330.2054       2.0528   299.6
0.6810        -328.1525    -330.2227       2.0702   302.2
0.6815        -328.1528    -330.2394       2.0865   304.6
0.6820        -328.1536    -330.2501       2.0965   306.0
0.6825        -328.1544    -330.2429       2.0886   304.9
0.6830        -328.1543    -330.2074       2.0531   299.7
0.6835        -328.1533    -330.1447       1.9914   290.7
0.6840        -328.1518    -330.0707       1.9189   280.1
0.6845        -328.1505    -330.0094       1.8589   271.3
0.6850        -328.1500    -329.9810       1.8310   267.3
0.6855        -328.1506    -329.9926       1.8420   268.9
0.6860        -328.1519    -330.0357       1.8838   275.0
0.6865        -328.1531    -330.0916       1.9385   283.0
0.6870        -328.1540    -330.1407       1.9867   290.0
0.6875        -328.1542    -330.1698       2.0156   294.2
0.6880        -328.1540    -330.1753       2.0213   295.1
0.6885        -328.1536    -330.1603       2.0067   292.9
0.6890        -328.1530    -330.1316       1.9787   288.8
0.6895        -328.1519    -330.1006       1.9486   284.4
0.6900        -328.1509    -330.0831       1.9322   282.0
0.6905        -328.1506    -330.0946       1.9440   283.8
0.6910        -328.1514    -330.1387       1.9873   290.1
0.6915        -328.1528    -330.2027       2.0499   299.2
0.6920        -328.1540    -330.2645       2.1105   308.1
0.6925        -328.1544    -330.3049       2.1505   313.9
0.6930        -328.1542    -330.3161       2.1619   315.6
0.6935        -328.1537    -330.3004       2.1468   313.4
0.6940        -328.1531    -330.2657       2.1126   308.4
0.6945        -328.1526    -330.2208       2.0682   301.9
0.6950        -328.1521    -330.1741       2.0220   295.1
0.6955        -328.1516    -330.1339       1.9823   289.3
0.6960        -328.1513    -330.1079       1.9566   285.6
0.6965        -328.1515    -330.1005       1.9490   284.5
0.6970        -328.1521    -330.1097       1.9576   285.7
0.6975        -328.1530    -330.1262       1.9733   288.0
0.6980        -328.1535    -330.1384       1.9849   289.7
0.6985        -328.1532    -330.1397       1.9865   290.0
0.6990        -328.1524    -330.1352       1.9827   289.4
0.6995        -328.1520    -330.1368       1.9848   289.7
0.7000        -328.1526    -330.1506       1.9980   291.7
0.7005        -328.1536    -330.1688       2.0151   294.1
0.7010        -328.1542    -330.1758       2.0216   295.1
0.7015        -328.1537    -330.1634       2.0098   293.4
0.7020        -328.1525    -330.1384       1.9859   289.9
0.7025        -328.1514    -330.1173       1.9660   287.0
0.7030        -328.1509    -330.1168       1.9659   287.0
0.7035        -328.1511    -330.1442       1.9931   290.9
0.7040        -328.1521    -330.1946       2.0425   298.1
0.7045        -328.1533    -330.2528       2.0996   306.5
0.7050        -328.1542    -330.3001       2.1459   313.2
0.7055        -328.1545    -330.3219       2.1674   316.4
0.7060        -328.1541    -330.3131       2.1590   315.1
0.7065        -328.1534    -330.2783       2.1249   310.2
0.7070        -328.1524    -330.2294       2.0770   303.2
0.7075        -328.1515    -330.1819       2.0304   296.4
0.7080        -328.1507    -330.1520       2.0013   292.1
0.7085        -328.1505    -330.1523       2.0018   292.2
0.7090        -328.1509    -330.1873       2.0364   297.2
0.7095        -328.1519    -330.2512       2.0993   306.4
0.7100        -328.1530    -330.3296       2.1765   317.7
0.7105        -328.1543    -330.4036       2.2493   328.3
0.7110        -328.1555    -330.4526       2.2971   335.3
0.7115        -328.1560    -330.4589       2.3029   336.1
0.7120        -328.1553    -330.4153       2.2601   329.9
0.7125        -328.1533    -330.3340       2.1807   318.3
0.7130        -328.1511    -330.2447       2.0936   305.6
0.7135        -328.1496    -330.1816       2.0321   296.6
0.7140        -328.1494    -330.1674       2.0179   294.6
0.7145        -328.1506    -330.2033       2.0527   299.6
0.7150        -328.1523    -330.2716       2.1193   309.4
0.7155        -328.1539    -330.3448       2.1908   319.8
0.7160        -328.1550    -330.3964       2.2414   327.2
0.7165        -328.1552    -330.4094       2.2543   329.1
0.7170        -328.1544    -330.3810       2.2266   325.0
0.7175        -328.1531    -330.3228       2.1697   316.7
0.7180        -328.1518    -330.2555       2.1037   307.1
0.7185        -328.1512    -330.1994       2.0482   299.0
0.7190        -328.1513    -330.1653       2.0140   294.0
0.7195        -328.1518    -330.1530       2.0012   292.1
0.7200        -328.1522    -330.1562       2.0039   292.5
0.7205        -328.1524    -330.1687       2.0163   294.3
0.7210        -328.1524    -330.1881       2.0357   297.1
0.7215        -328.1528    -330.2136       2.0608   300.8
0.7220        -328.1535    -330.2397       2.0862   304.5
0.7225        -328.1543    -330.2553       2.1010   306.7
0.7230        -328.1545    -330.2488       2.0943   305.7
0.7235        -328.1540    -330.2160       2.0620   301.0
0.7240        -328.1529    -330.1640       2.0111   293.6
0.7245        -328.1517    -330.1090       1.9573   285.7
0.7250        -328.1508    -330.0692       1.9184   280.0
0.7255        -328.1506    -330.0573       1.9067   278.3
0.7260        -328.1510    -330.0762       1.9252   281.0
0.7265        -328.1515    -330.1205       1.9690   287.4
0.7270        -328.1521    -330.1814       2.0293   296.2
0.7275        -328.1529    -330.2487       2.0958   305.9
0.7280        -328.1538    -330.3100       2.1562   314.7
0.7285        -328.1545    -330.3514       2.1969   320.7
0.7290        -328.1548    -330.3618       2.2070   322.2
0.7295        -328.1546    -330.3372       2.1827   318.6
0.7300        -328.1540    -330.2815       2.1275   310.5
0.7305        -328.1531    -330.2050       2.0520   299.5
0.7310        -328.1519    -330.1239       1.9720   287.9
0.7315        -328.1505    -330.0585       1.9080   278.5
0.7320        -328.1496    -330.0306       1.8811   274.6
0.7325        -328.1499    -330.0546       1.9047   278.0
0.7330        -328.1518    -330.1249       1.9731   288.0
0.7335        -328.1545    -330.2124       2.0580   300.4
0.7340        -328.1567    -330.2751       2.1185   309.2
0.7345        -328.1572    -330.2790       2.1218   309.7
0.7350        -328.1559    -330.2147       2.0588   300.5
0.7355        -328.1534    -330.1015       1.9481   284.4
0.7360        -328.1506    -329.9780       1.8274   266.7
0.7365        -328.1489    -329.8862       1.7373   253.6
0.7370        -328.1488    -329.8525       1.7037   248.7
0.7375        -328.1500    -329.8791       1.7291   252.4
0.7380        -328.1516    -329.9479       1.7963   262.2
0.7385        -328.1531    -330.0333       1.8803   274.5
0.7390        -328.1540    -330.1122       1.9582   285.8
0.7395        -328.1546    -330.1684       2.0139   294.0
0.7400        -328.1547    -330.1932       2.0385   297.6
0.7405        -328.1544    -330.1849       2.0305   296.4
0.7410        -328.1535    -330.1499       1.9964   291.4
0.7415        -328.1522    -330.1034       1.9513   284.8
0.7420        -328.1508    -330.0679       1.9172   279.8
0.7425        -328.1498    -330.0665       1.9167   279.8
0.7430        -328.1497    -330.1150       1.9653   286.9
0.7435        -328.1510    -330.2140       2.0630   301.1
0.7440        -328.1533    -330.3429       2.1895   319.6
0.7445        -328.1557    -330.4657       2.3100   337.2
0.7450        -328.1569    -330.5460       2.3891   348.7
0.7455        -328.1566    -330.5644       2.4078   351.5
0.7460        -328.1553    -330.5241       2.3688   345.8
0.7465        -328.1538    -330.4435       2.2898   334.2
0.7470        -328.1523    -330.3459       2.1936   320.2
0.7475        -328.1511    -330.2537       2.1026   306.9
0.7480        -328.1503    -330.1857       2.0354   297.1
0.7485        -328.1503    -330.1530       2.0027   292.3
0.7490        -328.1509    -330.1561       2.0052   292.7
0.7495        -328.1520    -330.1847       2.0327   296.7
0.7500        -328.1531    -330.2215       2.0684   301.9
0.7505        -328.1539    -330.2486       2.0948   305.8
0.7510        -328.1541    -330.2536       2.0994   306.5
0.7515        -328.1539    -330.2325       2.0786   303.4
0.7520        -328.1535    -330.1891       2.0357   297.1
0.7525        -328.1530    -330.1312       1.9783   288.8
0.7530        -328.1523    -330.0686       1.9163   279.7
0.7535        -328.1512    -330.0142       1.8630   271.9
0.7540        -328.1497    -329.9872       1.8375   268.2
0.7545        -328.1488    -330.0106       1.8618   271.8
0.7550        -328.1494    -330.0982       1.9487   284.5
0.7555        -328.1518    -330.2392       2.0875   304.7
0.7560        -328.1546    -330.3975       2.2429   327.4
0.7565        -328.1566    -330.5281       2.3715   346.2
0.7570        -328.1568    -330.5997       2.4429   356.6
0.7575        -328.1558    -330.6060       2.4502   357.7
0.7580        -328.1540    -330.5618       2.4078   351.5
0.7585        -328.1521    -330.4946       2.3425   341.9
0.7590        -328.1508    -330.4333       2.2826   333.2
0.7595        -328.1502    -330.3994       2.2492   328.3
0.7600        -328.1503    -330.4021       2.2518   328.7
0.7605        -328.1510    -330.4394       2.2883   334.0
0.7610        -328.1521    -330.5002       2.3480   342.7
0.7615        -328.1535    -330.5670       2.4135   352.3
0.7620        -328.1549    -330.6183       2.4634   359.6
0.7625        -328.1560    -330.6323       2.4763   361.5
0.7630        -328.1561    -330.5940       2.4379   355.9
0.7635        -328.1549    -330.5039       2.3490   342.9
0.7640        -328.1529    -330.3817       2.2288   325.3
0.7645        -328.1508    -330.2599       2.1091   307.9
0.7650        -328.1492    -330.1727       2.0235   295.4
0.7655        -328.1489    -330.1447       1.9959   291.3
0.7660        -328.1499    -330.1817       2.0318   296.6
0.7665        -328.1519    -330.2673       2.1154   308.8
0.7670        -328.1539    -330.3700       2.2160   323.5
0.7675        -328.1551    -330.4574       2.3023   336.1
0.7680        -328.1552    -330.5100       2.3547   343.7
0.7685        -328.1547    -330.5234       2.3686   345.7
0.7690        -328.1540    -330.5037       2.3498   343.0
0.7695        -328.1531    -330.4627       2.3096   337.1
0.7700        -328.1523    -330.4138       2.2615   330.1
0.7705        -328.1515    -330.3704       2.2188   323.9
0.7710        -328.1510    -330.3448       2.1939   320.2
0.7715        -328.1508    -330.3462       2.1954   320.5
0.7720        -328.1513    -330.3766       2.2253   324.8
0.7725        -328.1522    -330.4289       2.2767   332.3
0.7730        -328.1535    -330.4882       2.3347   340.8
0.7735        -328.1548    -330.5344       2.3797   347.4
0.7740        -328.1559    -330.5468       2.3909   349.0
0.7745        -328.1562    -330.5086       2.3525   343.4
0.7750        -328.1551    -330.4167       2.2616   330.1
0.7755        -328.1529    -330.2876       2.1346   311.6
0.7760        -328.1502    -330.1563       2.0061   292.8
0.7765        -328.1481    -330.0658       1.9177   279.9
0.7770        -328.1477    -330.0486       1.9009   277.5
0.7775        -328.1491    -330.1115       1.9624   286.4
0.7780        -328.1515    -330.2330       2.0815   303.8
0.7785        -328.1539    -330.3755       2.2216   324.3
0.7790        -328.1555    -330.5009       2.3453   342.3
0.7795        -328.1563    -330.5816       2.4254   354.0
0.7800        -328.1560    -330.6054       2.4494   357.5
0.7805        -328.1548    -330.5764       2.4216   353.5
0.7810        -328.1530    -330.5133       2.3603   344.5
0.7815        -328.1512    -330.4438       2.2926   334.7
0.7820        -328.1498    -330.3968       2.2470   328.0
0.7825        -328.1494    -330.3938       2.2444   327.6
0.7830        -328.1502    -330.4405       2.2902   334.3
0.7835        -328.1521    -330.5230       2.3709   346.1
0.7840        -328.1542    -330.6121       2.4579   358.8
0.7845        -328.1558    -330.6748       2.5190   367.7
0.7850        -328.1565    -330.6854       2.5289   369.1
0.7855        -328.1562    -330.6329       2.4767   361.5
0.7860        -328.1548    -330.5232       2.3683   345.7
0.7865        -328.1527    -330.3788       2.2261   324.9
0.7870        -328.1501    -330.2349       2.0847   304.3
0.7875        -328.1480    -330.1322       1.9842   289.6
0.7880        -328.1476    -330.1029       1.9554   285.4
0.7885        -328.1492    -330.1541       2.0049   292.6
0.7890        -328.1521    -330.2611       2.1089   307.8
0.7895        -328.1550    -330.3788       2.2239   324.6
0.7900        -328.1564    -330.4636       2.3072   336.8
0.7905        -328.1560    -330.4925       2.3364   341.0
0.7910        -328.1542    -330.4704       2.3162   338.1
0.7915        -328.1522    -330.4241       2.2719   331.6
0.7920        -328.1511    -330.3842       2.2331   326.0
0.7925        -328.1511    -330.3684       2.2174   323.7
0.7930        -328.1516    -330.3775       2.2259   324.9
0.7935        -328.1520    -330.4031       2.2511   328.6
0.7940        -328.1521    -330.4384       2.2863   333.7
0.7945        -328.1523    -330.4802       2.3280   339.8
0.7950        -328.1528    -330.5246       2.3718   346.2
0.7955        -328.1535    -330.5631       2.4095   351.7
0.7960        -328.1543    -330.5835       2.4292   354.6
0.7965        -328.1546    -330.5747       2.4202   353.3
0.7970        -328.1541    -330.5332       2.3791   347.3
0.7975        -328.1531    -330.4663       2.3131   337.6
0.7980        -328.1518    -330.3906       2.2388   326.8
0.7985        -328.1508    -330.3273       2.1765   317.7
0.7990        -328.1506    -330.2928       2.1422   312.7
0.7995        -328.1513    -330.2902       2.1389   312.2
0.8000        -328.1523    -330.3098       2.1574   314.9
0.8005        -328.1529    -330.3370       2.1841   318.8
0.8010        -328.1531    -330.3621       2.2090   322.4
0.8015        -328.1533    -330.3806       2.2273   325.1
0.8020        -328.1535    -330.3886       2.2351   326.3
0.8025        -328.1536    -330.3823       2.2288   325.3
0.8030        -328.1532    -330.3605       2.2072   322.2
0.8035        -328.1526    -330.3275       2.1750   317.5
0.8040        -328.1519    -330.2929       2.1410   312.5
0.8045        -328.1512    -330.2678       2.1166   309.0
0.8050        -328.1508    -330.2621       2.1113   308.2
0.8055        -328.1508    -330.2820       2.1311   311.1
0.8060        -328.1515    -330.3267       2.1753   317.5
0.8065        -328.1527    -330.3866       2.2340   326.1
0.8070        -328.1541    -330.4429       2.2888   334.1
0.8075        -328.1554    -330.4729       2.3176   338.3
0.8080        -328.1558    -330.4584       2.3026   336.1
0.8085        -328.1551    -330.3936       2.2385   326.8
0.8090        -328.1533    -330.2906       2.1374   312.0
0.8095        -328.1509    -330.1782       2.0273   295.9
0.8100        -328.1491    -330.0934       1.9443   283.8
0.8105        -328.1488    -330.0642       1.9154   279.6
0.8110        -328.1504    -330.0943       1.9439   283.7
0.8115        -328.1528    -330.1600       2.0072   293.0
0.8120        -328.1547    -330.2249       2.0702   302.2
0.8125        -328.1554    -330.2587       2.1033   307.0
0.8130        -328.1548    -330.2494       2.0946   305.7
0.8135        -328.1533    -330.2058       2.0526   299.6
0.8140        -328.1516    -330.1515       1.9999   291.9
0.8145        -328.1504    -330.1129       1.9625   286.5
0.8150        -328.1500    -330.1091       1.9591   286.0
0.8155        -328.1502    -330.1472       1.9970   291.5
0.8160        -328.1508    -330.2241       2.0733   302.6
0.8165        -328.1516    -330.3303       2.1787   318.0
0.8170        -328.1528    -330.4522       2.2994   335.6
0.8175        -328.1543    -330.5712       2.4170   352.8
0.8180        -328.1558    -330.6641       2.5083   366.1
0.8185        -328.1566    -330.7086       2.5520   372.5
0.8190        -328.1561    -330.6943       2.5382   370.5
0.8195        -328.1546    -330.6298       2.4752   361.3
0.8200        -328.1526    -330.5398       2.3872   348.5
0.8205        -328.1509    -330.4552       2.3043   336.4
0.8210        -328.1502    -330.4023       2.2521   328.7
0.8215        -328.1507    -330.3921       2.2414   327.2
0.8220        -328.1523    -330.4156       2.2633   330.4
0.8225        -328.1541    -330.4475       2.2934   334.8
0.8230        -328.1552    -330.4593       2.3041   336.3
0.8235        -328.1553    -330.4327       2.2774   332.4
0.8240        -328.1544    -330.3656       2.2112   322.8
0.8245        -328.1529    -330.2711       2.1182   309.2
0.8250        -328.1512    -330.1727       2.0215   295.1
0.8255        -328.1502    -330.0954       1.9452   283.9
0.8260        -328.1500    -330.0558       1.9058   278.2
0.8265        -328.1505    -330.0577       1.9072   278.4
0.8270        -328.1513    -330.0939       1.9426   283.6
0.8275        -328.1519    -330.1528       2.0008   292.1
0.8280        -328.1522    -330.2245       2.0722   302.5
0.8285        -328.1526    -330.3032       2.1505   313.9
0.8290        -328.1534    -330.3821       2.2286   325.3
0.8295        -328.1545    -330.4485       2.2940   334.8
0.8300        -328.1551    -330.4868       2.3317   340.3
0.8305        -328.1547    -330.4885       2.3338   340.7
0.8310        -328.1535    -330.4600       2.3066   336.7
0.8315        -328.1519    -330.4200       2.2681   331.1
0.8320        -328.1509    -330.3912       2.2404   327.0
0.8325        -328.1507    -330.3898       2.2391   326.8
0.8330        -328.1517    -330.4170       2.2653   330.7
0.8335        -328.1532    -330.4578       2.3046   336.4
0.8340        -328.1544    -330.4893       2.3349   340.8
0.8345        -328.1549    -330.4916       2.3367   341.1
0.8350        -328.1547    -330.4559       2.3012   335.9
0.8355        -328.1537    -330.3858       2.2320   325.8
0.8360        -328.1525    -330.2956       2.1431   312.8
0.8365        -328.1514    -330.2051       2.0537   299.8
0.8370        -328.1508    -330.1320       1.9812   289.2
0.8375        -328.1507    -330.0868       1.9361   282.6
0.8380        -328.1512    -330.0712       1.9200   280.3
0.8385        -328.1520    -330.0788       1.9268   281.3
0.8390        -328.1527    -330.0980       1.9453   284.0
0.8395        -328.1531    -330.1180       1.9649   286.8
0.8400        -328.1531    -330.1329       1.9797   289.0
0.8405        -328.1532    -330.1407       1.9875   290.1
0.8410        -328.1533    -330.1400       1.9867   290.0
0.8415        -328.1532    -330.1297       1.9766   288.5
0.8420        -328.1525    -330.1134       1.9609   286.2
0.8425        -328.1515    -330.1014       1.9498   284.6
0.8430        -328.1508    -330.1085       1.9578   285.8
0.8435        -328.1509    -330.1459       1.9951   291.2
0.8440        -328.1520    -330.2115       2.0595   300.6
0.8445        -328.1537    -330.2870       2.1333   311.4
0.8450        -328.1551    -330.3458       2.1907   319.8
0.8455        -328.1554    -330.3667       2.2113   322.8
0.8460        -328.1545    -330.3450       2.1905   319.7
0.8465        -328.1528    -330.2939       2.1410   312.5
0.8470        -328.1512    -330.2386       2.0873   304.7
0.8475        -328.1506    -330.2033       2.0527   299.6
0.8480        -328.1513    -330.1973       2.0459   298.6
0.8485        -328.1528    -330.2102       2.0575   300.3
0.8490        -328.1539    -330.2212       2.0673   301.8
0.8495        -328.1540    -330.2137       2.0596   300.6
0.8500        -328.1534    -330.1852       2.0318   296.6
0.8505        -328.1523    -330.1459       1.9936   291.0
0.8510        -328.1517    -330.1107       1.9590   285.9
0.8515        -328.1517    -330.0892       1.9375   282.8
0.8520        -328.1521    -330.0818       1.9297   281.7
0.8525        -328.1523    -330.0832       1.9309   281.9
0.8530        -328.1522    -330.0897       1.9375   282.8
0.8535        -328.1519    -330.1020       1.9501   284.7
0.8540        -328.1517    -330.1239       1.9722   287.9
0.8545        -328.1519    -330.1573       2.0053   292.7
0.8550        -328.1525    -330.1989       2.0465   298.7
0.8555        -328.1531    -330.2405       2.0875   304.7
0.8560        -328.1533    -330.2733       2.1201   309.5
0.8565        -328.1530    -330.2944       2.1414   312.6
0.8570        -328.1527    -330.3070       2.1543   314.5
0.8575        -328.1525    -330.3163       2.1638   315.8
0.8580        -328.1523    -330.3261       2.1738   317.3
0.8585        -328.1521    -330.3397       2.1876   319.3
0.8590        -328.1522    -330.3595       2.2073   322.2
0.8595        -328.1525    -330.3846       2.2321   325.8
0.8600        -328.1530    -330.4101       2.2571   329.5
0.8605        -328.1535    -330.4286       2.2752   332.1
0.8610        -328.1537    -330.4330       2.2792   332.7
0.8615        -328.1535    -330.4199       2.2665   330.8
0.8620        -328.1528    -330.3938       2.2409   327.1
0.8625        -328.1524    -330.3636       2.2112   322.8
0.8630        -328.1524    -330.3362       2.1838   318.8
0.8635        -328.1528    -330.3116       2.1588   315.1
0.8640        -328.1530    -330.2849       2.1319   311.2
0.8645        -328.1528    -330.2536       2.1008   306.6
0.8650        -328.1522    -330.2216       2.0694   302.1
0.8655        -328.1515    -330.1989       2.0474   298.9
0.8660        -328.1517    -330.1951       2.0434   298.3
0.8665        -328.1529    -330.2074       2.0545   299.9
0.8670        -328.1545    -330.2179       2.0634   301.2
0.8675        -328.1553    -330.2029       2.0477   298.9
0.8680        -328.1546    -330.1510       1.9965   291.4
0.8685        -328.1526    -330.0731       1.9205   280.3
0.8690        -328.1504    -329.9993       1.8489   269.9
0.8695        -328.1491    -329.9635       1.8144   264.8
0.8700        -328.1494    -329.9854       1.8361   268.0
0.8705        -328.1510    -330.0606       1.9097   278.8
0.8710        -328.1530    -330.1646       2.0115   293.6
0.8715        -328.1548    -330.2650       2.1103   308.0
0.8720        -328.1557    -330.3345       2.1787   318.0
0.8725        -328.1557    -330.3574       2.2017   321.4
0.8730        -328.1546    -330.3351       2.1805   318.3
0.8735        -328.1529    -330.2848       2.1319   311.2
0.8740        -328.1513    -330.2330       2.0817   303.9
0.8745        -328.1502    -330.2055       2.0552   300.0
0.8750        -328.1500    -330.2194       2.0694   302.1
0.8755        -328.1508    -330.2783       2.1276   310.6
0.8760        -328.1523    -330.3700       2.2177   323.7
0.8765        -328.1539    -330.4703       2.3165   338.1
0.8770        -328.1550    -330.5535       2.3984   350.1
0.8775        -328.1557    -330.5996       2.4439   356.7
0.8780        -328.1557    -330.5978       2.4422   356.5
0.8785        -328.1549    -330.5483       2.3934   349.4
0.8790        -328.1532    -330.4644       2.3112   337.4
0.8795        -328.1511    -330.3725       2.2214   324.3
0.8800        -328.1495    -330.3054       2.1559   314.7
0.8805        -328.1490    -330.2887       2.1396   312.3
0.8810        -328.1502    -330.3288       2.1786   318.0
0.8815        -328.1524    -330.4081       2.2558   329.3
0.8820        -328.1546    -330.4928       2.3382   341.3
0.8825        -328.1562    -330.5472       2.3910   349.0
0.8830        -328.1565    -330.5471       2.3906   348.9
0.8835        -328.1555    -330.4879       2.3324   340.5
0.8840        -328.1534    -330.3866       2.2332   326.0
0.8845        -328.1512    -330.2755       2.1243   310.1
0.8850        -328.1497    -330.1892       2.0394   297.7
0.8855        -328.1494    -330.1506       2.0012   292.1
0.8860        -328.1501    -330.1655       2.0154   294.2
0.8865        -328.1515    -330.2228       2.0713   302.3
0.8870        -328.1529    -330.3009       2.1479   313.5
0.8875        -328.1541    -330.3758       2.2217   324.3
0.8880        -328.1546    -330.4287       2.2741   331.9
0.8885        -328.1545    -330.4510       2.2966   335.2
0.8890        -328.1540    -330.4441       2.2901   334.3
0.8895        -328.1534    -330.4153       2.2619   330.2
0.8900        -328.1526    -330.3757       2.2231   324.5
0.8905        -328.1516    -330.3386       2.1870   319.2
0.8910        -328.1508    -330.3195       2.1687   316.6
0.8915        -328.1506    -330.3313       2.1807   318.3
0.8920        -328.1513    -330.3772       2.2259   324.9
0.8925        -328.1524    -330.4472       2.2948   335.0
0.8930        -328.1535    -330.5237       2.3702   346.0
0.8935        -328.1543    -330.5896       2.4352   355.5
0.8940        -328.1553    -330.6299       2.4747   361.2
0.8945        -328.1560    -330.6301       2.4741   361.1
0.8950        -328.1558    -330.5802       2.4244   353.9
0.8955        -328.1544    -330.4842       2.3299   340.1
0.8960        -328.1521    -330.3651       2.2129   323.0
0.8965        -328.1502    -330.2575       2.1073   307.6
0.8970        -328.1495    -330.1919       2.0424   298.1
0.8975        -328.1502    -330.1796       2.0295   296.2
0.8980        -328.1516    -330.2104       2.0588   300.5
0.8985        -328.1530    -330.2617       2.1087   307.8
0.8990        -328.1540    -330.3109       2.1569   314.8
0.8995        -328.1548    -330.3409       2.1861   319.1
0.9000        -328.1553    -330.3392       2.1839   318.8
0.9005        -328.1553    -330.2977       2.1424   312.7
0.9010        -328.1546    -330.2160       2.0614   300.9
0.9015        -328.1529    -330.1066       1.9538   285.2
0.9020        -328.1505    -329.9976       1.8471   269.6
0.9025        -328.1487    -329.9256       1.7769   259.4
0.9030        -328.1485    -329.9184       1.7699   258.4
0.9035        -328.1500    -329.9789       1.8289   267.0
0.9040        -328.1523    -330.0840       1.9317   282.0
